Date,Open,High,Low,Close,Volume,Stock Trading
"2016-12-19","42790","43150","42740","43130","358700","43130"
"2016-12-20","42910","43630","42860","43620","499400","43620"
"2016-12-21","43900","44370","43610","44000","658900","44000"
"2016-12-22","43660","43840","43190","43480","381600","43480"
"2016-12-26","43310","43660","43090","43340","358200","43340"
"2016-12-27","43140","43700","43140","43620","400100","43620"
"2016-12-28","43940","43970","43270","43270","339900","43270"
"2016-12-29","43000","43220","42540","42660","448400","42660"
"2016-12-30","42120","42330","41700","41830","610000","41830"
"2015-01-05","43580","44420","43295","44065","545000","44065"
"2015-01-06","43365","43745","43110","43255","844600","43255"
"2015-01-07","43005","43510","43005","43425","727000","43425"
"2015-01-08","43650","44550","43400","44405","611300","44405"
"2015-01-09","45800","46325","44350","44760","1602100","44760"
"2015-01-13","44060","44295","43250","43575","938300","43575"
"2015-01-14","43080","43310","41860","41940","998300","41940"
"2015-01-15","42270","42945","41970","42945","757100","42945"
"2015-01-16","41700","41995","40610","41370","1251300","41370"
"2015-01-19","41850","41900","41210","41530","577600","41530"
"2015-01-20","41550","42700","41455","42700","509400","42700"
"2015-01-21","42800","43090","42260","42385","566300","42385"
"2015-01-22","42500","42530","41800","42270","529300","42270"
"2015-01-23","42970","43095","42485","42645","356600","42645"
"2015-01-26","41945","42580","41900","42340","384200","42340"
"2015-01-27","42870","43380","42670","43160","471200","43160"
"2015-01-28","42845","43865","42720","43600","582300","43600"
"2015-01-29","43165","44220","43100","43675","648300","43675"
"2015-01-30","44300","44400","43720","44020","577500","44020"
"2015-02-02","43400","43740","43005","43055","430700","43055"
"2015-02-03","43245","43350","42055","42185","517600","42185"
"2015-02-04","43100","43890","42930","43850","636800","43850"
"2015-02-05","43560","43920","43425","43475","477400","43475"
"2015-02-06","44175","44270","43815","44005","354300","44005"
"2015-02-09","44435","44445","43900","43935","362200","43935"
"2015-02-10","43615","43690","43235","43435","456700","43435"
"2015-02-12","44250","44340","43870","44305","505100","44305"
"2015-02-13","43940","44250","43850","44005","682000","44005"
"2015-02-16","44115","44295","44000","44065","296700","44065"
"2015-02-17","43850","44040","43400","43505","333700","43505"
"2015-02-18","43505","43740","43325","43705","520800","43705"
"2015-02-19","43780","43970","43035","43065","563200","43065"
"2015-02-20","43220","43345","42810","42910","444700","42910"
"2015-02-23","43545","44455","43270","44355","800900","44355"
"2015-02-24","44500","45300","44440","45300","728600","45300"
"2015-02-25","45000","45195","44725","44905","504200","44905"
"2015-02-26","45030","46050","44940","45990","582500","45990"
"2015-02-27","46150","46665","46000","46330","558800","46330"
"2015-03-02","46525","47065","46300","46850","495900","46850"
"2015-03-03","47000","47035","46000","46040","477800","46040"
"2015-03-04","45910","46415","45770","46165","363900","46165"
"2015-03-05","46010","46285","45690","45690","345900","45690"
"2015-03-06","46180","46720","46015","46115","525300","46115"
"2015-03-09","45680","45885","45325","45340","511600","45340"
"2015-03-10","45640","45720","44255","44420","685800","44420"
"2015-03-11","44190","45395","44105","44920","603900","44920"
"2015-03-12","45125","45680","44840","45515","582600","45515"
"2015-03-13","46165","46520","45910","46275","1911400","46275"
"2015-03-16","46190","46760","46160","46265","498500","46265"
"2015-03-17","46810","46845","46175","46200","423600","46200"
"2015-03-18","46295","46325","45760","46140","468200","46140"
"2015-03-19","45585","45930","45410","45475","601700","45475"
"2015-03-20","45670","46815","45670","46815","616800","46815"
"2015-03-23","46900","47275","46620","47145","477000","47145"
"2015-03-24","47145","47480","46865","46950","457000","46950"
"2015-03-25","47125","47255","46525","46925","432400","46925"
"2015-03-26","46800","47055","46210","46330","508200","46330"
"2015-03-27","46610","47280","45720","46225","653300","46225"
"2015-03-30","46455","47880","46430","47455","730600","47455"
"2015-03-31","47500","47585","46495","46495","860000","46495"
"2015-04-01","47180","47200","46410","46770","883600","46770"
"2015-04-02","46865","47280","46505","47115","666400","47115"
"2015-04-03","47280","47765","47200","47610","511000","47610"
"2015-04-06","47395","47620","47235","47300","465200","47300"
"2015-04-07","47410","47540","47020","47540","537700","47540"
"2015-04-08","47380","47580","47095","47580","483600","47580"
"2015-04-09","47715","48560","47685","48500","630800","48500"
"2015-04-10","49500","50650","49410","49700","1730300","49700"
"2015-04-13","50200","50350","49750","50150","468900","50150"
"2015-04-14","49835","50080","49705","49805","377400","49805"
"2015-04-15","49735","49860","49030","49185","460700","49185"
"2015-04-16","49220","49270","48520","48600","466000","48600"
"2015-04-17","48500","48595","47750","47760","534500","47760"
"2015-04-20","47600","48310","47400","48075","504800","48075"
"2015-04-21","48270","48500","47730","48385","481500","48385"
"2015-04-22","48830","49340","48635","49245","549500","49245"
"2015-04-23","49450","49600","48965","49395","545500","49395"
"2015-04-24","49225","49435","48675","48705","422900","48705"
"2015-04-27","48700","48710","48050","48050","481100","48050"
"2015-04-28","48600","49145","48410","48930","567700","48930"
"2015-04-30","48480","48480","47295","47295","832300","47295"
"2015-05-01","47205","47830","47075","47590","554700","47590"
"2015-05-07","47295","47500","47015","47105","608200","47105"
"2015-05-08","47100","47790","47030","47120","822600","47120"
"2015-05-11","47820","48450","47660","48450","498500","48450"
"2015-05-12","48250","48620","47930","48335","556400","48335"
"2015-05-13","48545","49545","48130","49515","638200","49515"
"2015-05-14","49055","49150","48220","48275","666700","48275"
"2015-05-15","48680","48940","48410","48565","429300","48565"
"2015-05-18","48505","49130","48280","49035","297700","49035"
"2015-05-19","49490","50230","49250","50010","728500","50010"
"2015-05-20","50280","50630","50050","50200","509100","50200"
"2015-05-21","50110","50460","49995","50100","317500","50100"
"2015-05-22","50010","50400","49635","50300","395300","50300"
"2015-05-25","50150","50810","50150","50670","359400","50670"
"2015-05-26","50750","50950","50520","50880","474200","50880"
"2015-05-27","50510","50980","50460","50930","424300","50930"
"2015-05-28","51270","51490","50630","50970","524300","50970"
"2015-05-29","50700","51640","50550","51300","588000","51300"
"2015-06-01","51120","51440","50970","51250","351700","51250"
"2015-06-02","51440","51500","51030","51320","356000","51320"
"2015-06-03","51250","51270","50830","51030","476000","51030"
"2015-06-04","51270","51430","50640","50740","432400","50740"
"2015-06-05","50690","51060","50520","50960","356400","50960"
"2015-06-08","51330","51750","51250","51720","453900","51720"
"2015-06-09","51390","51580","50660","50660","517400","50660"
"2015-06-10","50970","51440","50580","51000","493800","51000"
"2015-06-11","51390","52980","51370","52980","726900","52980"
"2015-06-12","53400","53400","52440","52770","1304500","52770"
"2015-06-15","52320","52770","52290","52740","361900","52740"
"2015-06-16","52660","53100","52340","52550","359800","52550"
"2015-06-17","52550","52720","52050","52560","374400","52560"
"2015-06-18","52590","52590","52080","52200","398500","52200"
"2015-06-19","52340","52570","52140","52170","459700","52170"
"2015-06-22","52380","53960","52350","53910","598500","53910"
"2015-06-23","53960","55080","53780","55080","675700","55080"
"2015-06-24","55300","55900","54900","55590","552500","55590"
"2015-06-25","55390","57000","55360","55970","556400","55970"
"2015-06-26","56490","56870","56130","56240","413600","56240"
"2015-06-29","55500","56180","54550","54560","765900","54560"
"2015-06-30","54900","55560","54530","55560","489700","55560"
"2015-07-01","55850","56660","55700","56610","439300","56610"
"2015-07-02","57780","58400","57200","57870","657100","57870"
"2015-07-03","56130","56280","54880","55740","989600","55740"
"2015-07-06","54570","55640","54320","54810","876900","54810"
"2015-07-07","55920","56250","55640","56250","505900","56250"
"2015-07-08","56250","56540","54810","55180","906400","55180"
"2015-07-09","55200","57460","54760","57460","1136200","57460"
"2015-07-10","56000","56020","53740","54010","1901200","54010"
"2015-07-13","54000","54690","53650","54530","671300","54530"
"2015-07-14","55010","55950","54780","55530","655900","55530"
"2015-07-15","55840","56070","55240","55670","445300","55670"
"2015-07-16","56100","56850","55900","56600","613000","56600"
"2015-07-17","56840","57440","56760","57220","429000","57220"
"2015-07-21","57800","59280","57580","59270","524100","59270"
"2015-07-22","58510","59180","58500","58790","440000","58790"
"2015-07-23","58800","60000","58700","59280","486000","59280"
"2015-07-24","58900","59080","58210","58250","394400","58250"
"2015-07-27","57840","58610","57520","58270","376900","58270"
"2015-07-28","58050","59460","57820","59370","565800","59370"
"2015-07-29","59880","60460","59480","60230","559600","60230"
"2015-07-30","60800","61970","60740","61930","737700","61930"
"2015-07-31","61550","61650","60670","61370","498200","61370"
"2015-08-03","60820","61280","60440","60740","363300","60740"
"2015-08-04","60450","61830","60360","61380","502800","61380"
"2015-08-05","59580","59960","58440","58480","910800","58480"
"2015-08-06","58880","58900","56920","57220","854100","57220"
"2015-08-07","56430","57080","56200","56700","643700","56700"
"2015-08-10","56050","57320","55910","56540","563000","56540"
"2015-08-11","56540","56760","55020","55550","712200","55550"
"2015-08-12","55000","55670","54000","54000","853500","54000"
"2015-08-13","54880","55720","54320","55510","738900","55510"
"2015-08-14","55090","55450","54470","54990","612900","54990"
"2015-08-17","55390","55620","55110","55500","254500","55500"
"2015-08-18","55500","55940","54400","54510","420900","54510"
"2015-08-19","54130","54740","53740","53860","485500","53860"
"2015-08-20","53920","54650","53250","54040","465800","54040"
"2015-08-21","53130","53680","52140","52170","675800","52170"
"2015-08-24","51440","52890","50120","50900","1074700","50900"
"2015-08-25","49900","51450","47660","47975","1550200","47975"
"2015-08-26","47275","50710","46210","50620","1478500","50620"
"2015-08-27","51000","51380","49620","50290","749100","50290"
"2015-08-28","50880","51090","50070","50830","645900","50830"
"2015-08-31","50430","50640","48890","49265","700000","49265"
"2015-09-01","48990","49145","47480","47480","725400","47480"
"2015-09-02","46845","49595","46680","48400","946400","48400"
"2015-09-03","49515","49550","47510","47795","699500","47795"
"2015-09-04","48150","48345","46120","46465","667100","46465"
"2015-09-07","46110","47595","45270","46665","696300","46665"
"2015-09-08","47155","47270","45125","45170","608900","45170"
"2015-09-09","46950","49725","46260","49725","1322600","49725"
"2015-09-10","47625","47995","45960","46925","1201700","46925"
"2015-09-11","46160","47860","46060","47620","2153600","47620"
"2015-09-14","48060","48250","46020","46365","672500","46365"
"2015-09-15","46700","47900","46655","47150","707200","47150"
"2015-09-16","47550","47885","45895","46375","660100","46375"
"2015-09-17","47075","47460","46665","47405","493800","47405"
"2015-09-18","46710","47245","46160","46160","570000","46160"
"2015-09-24","45000","46260","44660","45300","536700","45300"
"2015-09-25","45410","46800","45410","46800","769700","46800"
"2015-09-28","46850","47560","46400","47490","644100","47490"
"2015-09-29","47140","47370","46690","47150","960200","47150"
"2015-09-30","47700","48660","47280","48490","814000","48490"
"2015-10-01","48370","49940","48030","49300","808500","49300"
"2015-10-02","49120","49830","48600","48730","425900","48730"
"2015-10-05","49260","49940","49110","49730","515100","49730"
"2015-10-06","50390","50700","49580","50590","606400","50590"
"2015-10-07","49750","50190","48910","49800","667900","49800"
"2015-10-08","49380","49480","48350","48640","552800","48640"
"2015-10-09","44440","44910","43710","43900","2522700","43900"
"2015-10-13","43600","43600","41970","42260","1425600","42260"
"2015-10-14","42000","43530","41650","42730","1391000","42730"
"2015-10-15","42300","43290","41830","42870","748300","42870"
"2015-10-16","43330","43680","43080","43400","570300","43400"
"2015-10-19","43060","43580","42940","43130","585400","43130"
"2015-10-20","43310","43520","42980","43200","312800","43200"
"2015-10-21","43050","44080","42990","43810","615500","43810"
"2015-10-22","43200","43700","43010","43220","468300","43220"
"2015-10-23","43920","44290","43730","43870","880200","43870"
"2015-10-26","44480","44500","43910","44000","451100","44000"
"2015-10-27","44150","44280","43650","43780","524300","43780"
"2015-10-28","44060","44190","43800","44130","357800","44130"
"2015-10-29","44470","44480","42960","43420","524600","43420"
"2015-10-30","43400","44560","42930","44380","734900","44380"
"2015-11-02","43760","44470","43150","43220","442500","43220"
"2015-11-04","43920","44870","43690","44350","688800","44350"
"2015-11-05","44600","44920","44160","44770","482000","44770"
"2015-11-06","44920","45430","44720","45400","499900","45400"
"2015-11-09","46390","46880","46250","46720","737700","46720"
"2015-11-10","46550","47650","46420","47600","574400","47600"
"2015-11-11","47560","48200","47300","47420","542700","47420"
"2015-11-12","47350","47890","47290","47880","376100","47880"
"2015-11-13","47700","47820","46900","47490","726600","47490"
"2015-11-16","46460","46770","46300","46440","474700","46440"
"2015-11-17","47330","47650","46950","47400","645100","47400"
"2015-11-18","48000","48400","47450","47480","585200","47480"
"2015-11-19","48210","48870","47730","48350","713500","48350"
"2015-11-20","48400","48500","47890","48210","420200","48210"
"2015-11-24","48150","48320","47980","48230","317200","48230"
"2015-11-25","48240","48500","47810","48480","404900","48480"
"2015-11-26","48720","49480","48710","49330","498000","49330"
"2015-11-27","49390","49840","49250","49640","489800","49640"
"2015-11-30","49610","49980","49430","49780","487300","49780"
"2015-12-01","49880","50080","49400","49890","616300","49890"
"2015-12-02","49600","49640","48910","48980","514800","48980"
"2015-12-03","48110","48310","47170","48210","916600","48210"
"2015-12-04","47110","47660","46560","46720","700800","46720"
"2015-12-07","47470","47860","47340","47520","394400","47520"
"2015-12-08","47240","47960","47030","47160","386200","47160"
"2015-12-09","47110","47300","46290","46610","447700","46610"
"2015-12-10","45650","45850","45300","45440","562700","45440"
"2015-12-11","45190","46270","45190","45940","1498900","45940"
"2015-12-14","44540","44790","44310","44520","624100","44520"
"2015-12-15","44800","45050","43880","43980","499900","43980"
"2015-12-16","44660","44960","44010","44520","651600","44520"
"2015-12-17","45490","45790","44890","45180","929900","45180"
"2015-12-18","45300","47120","44030","44070","1312600","44070"
"2015-12-21","43650","44240","42860","43750","683300","43750"
"2015-12-22","43940","44000","43120","43230","396800","43230"
"2015-12-24","43920","43920","43030","43050","459000","43050"
"2015-12-25","43000","43540","42850","43140","348500","43140"
"2015-12-28","43240","43350","42300","42590","331200","42590"
"2015-12-29","42240","42780","41860","42160","500600","42160"
"2015-12-30","42300","42700","41950","42640","388000","42640"
